cbsa15,cbsaname15,pop_acs16,median_age,in_migration_from_diff_msa,per_capita_income,aggr_income_billion,percent_in_labor_force,percent_employed,income_above_poverty_line,households_not_receiving_food_stamp_snap,bachelors_degree_or_higher,internet_subscription,broadband_subscription,research_universities,male_female_ratio,gmp_billion_usd,cagr01to15,cagr10to15,inc5000_count,inc5000_per1M,fortune1000_count,fortune1000_per1M,restaurants_count,restaurants_per10K,gini,patents_count,patents_per10K,fips_state,state_abbr,state_name,census_region,lon,lat,unicorns_count,unicorns_per1M
26300,"Hot Springs, AR Metro Area",97477,44,0.04,24263,2.37,0.59,0.92,0.81,0.89,0.18,0.8,0.54,0,0.93,3,0.015790813,0.022418755,2,21,0,0,107,11,0.49,84,9,5,AR,Arkansas,South,-93.081833,34.505811,0,0
26380,"Houma-Thibodaux, LA Metro Area",211525,36.7,0.03,24529,5.19,0.58,0.94,0.79,0.87,0.17,0.75,0.64,0,0.97,10.5,0.022319791,-0.002040486,6,28,0,0,116,5.5,0.45,318,15,22,LA,Louisiana,South,-90.672802,29.633148,0,0
26420,"Houston-The Woodlands-Sugar Land, TX Metro Area",6772470,34.2,0.03,31863,215.79,0.67,0.94,0.85,0.88,0.32,0.84,0.67,4,0.99,471.3,0.029521678,0.044674886,406,63,165,25,3628,5.6,0.49,32197,50,48,TX,Texas,South,-95.42145,29.782985,0,0
26580,"Huntington-Ashland, WV-KY-OH Metro Area",359588,41.6,0.03,23319,8.39,0.52,0.94,0.81,0.81,0.21,0.75,0.62,0,0.96,13.2,0.016772443,0.016797996,3,8,0,0,159,4.4,0.48,186,5,54,WV,West Virginia,South,-82.404483,38.424721,0,0
26620,"Huntsville, AL Metro Area",449720,38.8,0.05,33227,14.94,0.63,0.95,0.86,0.89,0.39,0.84,0.69,1,0.98,22,0.031057485,0.008921238,64,145,0,0,265,6,0.47,2368,54,1,AL,Alabama,South,-86.677824,34.760114,0,0
26820,"Idaho Falls, ID Metro Area",143776,32.9,0.04,26102,3.75,0.64,0.97,0.89,0.9,0.32,0.89,0.69,0,1.02,5.2,0.023266408,0.006402673,7,51,0,0,103,7.4,0.44,726,53,16,ID,Idaho,West,-112.020256,43.537801,0,0
26900,"Indianapolis-Carmel-Anderson, IN Metro Area",2001737,36.3,0.03,31186,62.43,0.67,0.95,0.87,0.9,0.36,0.83,0.66,1,0.95,118.3,0.015544897,0.014055425,138,70,31,16,1299,6.6,0.46,8519,43,18,IN,Indiana,Midwest,-86.127367,39.809311,0,0
26980,"Iowa City, IA Metro Area",168828,30.7,0.07,29811,5.03,0.7,0.97,0.82,0.92,0.51,0.88,0.74,1,0.98,8.4,0.019889296,0.0263437,4,24,0,0,160,9.7,0.48,944,57,19,IA,Iowa,Midwest,-91.577839,41.634554,0,0
27060,"Ithaca, NY Metro Area",104871,30.6,0.11,28013,2.94,0.6,0.95,0.8,0.89,0.53,0.88,0.79,1,0.97,4.3,0.012010059,0.002498146,5,48,0,0,106,10.1,0.5,1638,156,36,NY,New York,Northeast,-76.4774,42.460259,0,0
27100,"Jackson, MI Metro Area",158460,41.2,0.03,26136,4.14,0.57,0.94,0.87,0.88,0.23,0.8,0.61,0,1.04,5.2,0.001520675,0.009487274,0,0,0,0,94,5.9,0.44,406,25,26,MI,Michigan,Midwest,-84.406378,42.241314,0,0
27140,"Jackson, MS Metro Area",580178,36,0.02,26783,15.54,0.63,0.92,0.84,0.86,0.29,0.78,0.55,1,0.92,26.1,0.01667704,0.009772867,22,38,0,0,271,4.7,0.48,415,7,28,MS,Mississippi,South,-90.166716,32.318118,0,0
27180,"Jackson, TN Metro Area",129527,37.9,0.02,22905,2.97,0.54,0.94,0.82,0.82,0.19,0.75,0.64,1,0.92,5.4,0.009701929,0.016278501,2,15,0,0,88,6.8,0.47,337,26,47,TN,Tennessee,South,-88.829898,35.637569,0,0
27260,"Jacksonville, FL Metro Area",1478212,38.3,0.05,30337,44.84,0.63,0.95,0.88,0.88,0.31,0.84,0.7,0,0.95,60.3,0.013830632,0.012795099,90,63,17,12,1044,7.4,0.47,2167,15,12,FL,Florida,South,-81.632123,30.240552,1,0.7
27340,"Jacksonville, NC Metro Area",187136,26.6,0.15,21489,4.02,0.69,0.9,0.87,0.87,0.2,0.86,0.74,0,1.17,7.1,0.025014787,-0.01298932,1,5,0,0,97,5.2,0.41,48,3,37,NC,North Carolina,South,-77.400646,34.741546,0,0
27500,"Janesville-Beloit, WI Metro Area",161620,40.1,0.03,26730,4.32,0.65,0.95,0.87,0.84,0.23,0.8,0.64,0,0.97,5.4,0.006704367,0.019384972,6,37,2,12,123,7.6,0.42,444,28,55,WI,Wisconsin,Midwest,-89.037424,42.651893,0,0
27620,"Jefferson City, MO Metro Area",148915,39.2,0.04,25710,3.83,0.61,0.96,0.91,0.91,0.29,0.68,0.51,0,1.06,6,0.004666874,-0.004447549,3,20,0,0,109,7.2,0.41,75,5,29,MO,Missouri,Midwest,-92.162319,38.625172,0,0
27740,"Johnson City, TN Metro Area",200449,42.3,0.03,24202,4.85,0.57,0.95,0.83,0.82,0.28,0.75,0.6,1,0.98,5.9,0.014747473,0.007169193,1,5,0,0,138,6.9,0.49,396,20,47,TN,Tennessee,South,-82.363737,36.30668,0,0
27780,"Johnstown, PA Metro Area",134732,45.1,0.03,24592,3.31,0.55,0.92,0.84,0.85,0.24,0.75,0.63,0,0.96,3.7,-0.006411816,-0.01842371,1,7,0,0,90,6.5,0.45,133,10,42,PA,Pennsylvania,Northeast,-78.800021,40.406479,0,0
27860,"Jonesboro, AR Metro Area",129858,35.3,0.03,24086,3.13,0.61,0.91,0.82,0.84,0.21,0.78,0.54,0,0.97,4.3,0.016597272,0.005064389,3,24,0,0,84,6.6,0.47,122,10,5,AR,Arkansas,South,-90.646712,35.787842,0,0
27900,"Joplin, MO Metro Area",177805,37,0.02,24596,4.37,0.63,0.94,0.83,0.85,0.22,0.77,0.52,0,0.95,6,0.009714818,-0.001864939,3,17,2,11,129,7.3,0.45,353,20,29,MO,Missouri,Midwest,-94.432817,37.060392,0,0
27980,"Kahului-Wailuku-Lahaina, HI Metro Area",165474,41.1,0.04,33045,5.47,0.67,0.96,0.92,0.87,0.23,0.84,0.77,0,0.99,7,0.016709,0.010104542,3,18,0,0,185,11.3,0.44,0,0,15,HI,Hawaii,West,-156.494163,20.863936,0,0
28020,"Kalamazoo-Portage, MI Metro Area",336877,36.4,0.06,28801,9.7,0.65,0.95,0.83,0.87,0.34,0.83,0.67,1,0.96,13.2,0.007273198,0.008524401,13,39,1,3,243,7.3,0.46,1484,44,26,MI,Michigan,Midwest,-85.684156,42.26283,0,0
28100,"Kankakee, IL Metro Area",110008,38.2,0.03,25385,2.79,0.6,0.96,0.86,0.82,0.21,0.79,0.66,0,0.96,3.4,0.007624528,0.009782109,0,0,0,0,63,5.7,0.42,190,17,17,IL,Illinois,Midwest,-87.850856,41.148582,0,0
28140,"Kansas City, MO-KS Metro Area",2104115,37.4,0.03,32849,69.12,0.69,0.95,0.89,0.92,0.39,0.84,0.69,1,0.96,112.9,0.012945309,0.012022243,132,64,33,16,1402,6.8,0.46,7952,38,29,MO,Missouri,Midwest,-94.569586,39.025787,0,0
28420,"Kennewick-Richland, WA Metro Area",283846,33.6,0.04,27633,7.84,0.63,0.94,0.88,0.86,0.26,0.85,0.69,0,1.01,10.5,0.02345478,-0.00795621,8,29,0,0,158,5.8,0.43,1079,39,53,WA,Washington,West,-119.227719,46.25221,0,0
28660,"Killeen-Temple, TX Metro Area",435887,31.7,0.08,24806,10.81,0.64,0.92,0.87,0.87,0.21,0.84,0.65,0,1.01,14.9,0.025579361,0.001615626,3,7,0,0,227,5.3,0.43,230,5,48,TX,Texas,South,-97.66156,31.113762,0,0
28700,"Kingsport-Bristol-Bristol, TN-VA Metro Area",307723,45.1,0.04,24102,7.42,0.53,0.94,0.82,0.84,0.2,0.73,0.61,0,0.95,10.4,0.004786244,0.005048094,9,29,11,36,204,6.6,0.46,1319,43,47,TN,Tennessee,South,-82.409817,36.565404,0,0
28740,"Kingston, NY Metro Area",179225,44.1,0.05,33190,5.95,0.61,0.94,0.86,0.9,0.32,0.86,0.76,0,1,5.1,0.009644815,-0.002554563,2,11,0,0,243,13.5,0.46,1173,65,36,NY,New York,Northeast,-74.100651,41.841064,0,0
28940,"Knoxville, TN Metro Area",869076,40.6,0.03,27731,24.1,0.6,0.95,0.86,0.86,0.3,0.8,0.65,1,0.96,35.3,0.01820414,0.016082668,41,48,10,12,526,6.1,0.47,2741,32,47,TN,Tennessee,South,-84.058862,35.970057,0,0
29020,"Kokomo, IN Metro Area",82568,41.4,0.05,26636,2.2,0.58,0.95,0.85,0.85,0.21,0.81,0.64,0,0.95,4.1,0.014979056,0.020653257,0,0,0,0,53,6.4,0.44,813,98,18,IN,Indiana,Midwest,-86.132956,40.470705,0,0
29100,"La Crosse-Onalaska, WI-MN Metro Area",136936,36.7,0.04,29201,4,0.68,0.95,0.87,0.9,0.36,0.84,0.73,0,0.94,6.3,0.016558452,0.01285325,5,37,0,0,118,8.6,0.44,312,23,55,WI,Wisconsin,Midwest,-91.241389,43.838518,0,0
29180,"Lafayette, LA Metro Area",491528,35.6,0.02,24954,12.27,0.62,0.92,0.8,0.83,0.23,0.8,0.63,1,0.94,22.9,0.011294237,-0.008445787,17,35,0,0,288,5.9,0.49,815,17,22,LA,Louisiana,South,-92.039766,30.15819,0,0
29200,"Lafayette-West Lafayette, IN Metro Area",217439,29.5,0.07,26039,5.66,0.64,0.96,0.82,0.91,0.36,0.83,0.69,1,1.04,8.8,0.017153364,0.012547086,2,9,0,0,140,6.6,0.46,1610,76,18,IN,Indiana,Midwest,-86.876079,40.440868,0,0
29340,"Lake Charles, LA Metro Area",207432,36.4,0.02,24355,5.05,0.59,0.93,0.79,0.86,0.19,0.71,0.6,0,0.96,12.4,0.013996276,-0.002136943,2,10,0,0,91,4.5,0.47,166,8,22,LA,Louisiana,South,-93.259809,30.218252,0,0
29420,"Lake Havasu City-Kingman, AZ Metro Area",205249,50.6,0.07,24529,5.03,0.45,0.9,0.82,0.84,0.11,0.82,0.63,0,1.01,3.5,0.008128593,-0.007640963,2,10,0,0,131,6.4,0.44,129,6,4,AZ,Arizona,West,-114.248147,35.069679,0,0
29460,"Lakeland-Winter Haven, FL Metro Area",666149,40.2,0.06,22933,15.28,0.55,0.94,0.84,0.85,0.2,0.65,0.53,0,0.96,17.1,0.011285129,-0.00142489,9,14,1,2,288,4.5,0.43,546,9,12,FL,Florida,South,-81.799985,28.03114,0,0
29540,"Lancaster, PA Metro Area",538500,38.2,0.04,29740,16.01,0.66,0.96,0.89,0.91,0.27,0.79,0.68,0,0.96,23.3,0.014403311,0.024348149,34,64,1,2,314,5.9,0.42,1808,34,42,PA,Pennsylvania,Northeast,-76.290871,40.073653,0,0
29620,"Lansing-East Lansing, MI Metro Area",475099,35.3,0.05,28161,13.38,0.64,0.93,0.83,0.89,0.35,0.83,0.67,1,0.95,18.7,-0.0000229,-0.004697268,13,28,1,2,311,6.6,0.45,1237,26,26,MI,Michigan,Midwest,-84.557412,42.711307,0,0
29700,"Laredo, TX Metro Area",271193,28.1,0.01,15686,4.25,0.56,0.95,0.67,0.73,0.18,0.59,0.52,0,0.94,6.9,0.02336811,0.026385008,5,19,0,0,122,4.6,0.48,28,1,48,TX,Texas,South,-99.476354,27.520331,0,0
29740,"Las Cruces, NM Metro Area",214207,33.5,0.05,20291,4.35,0.58,0.91,0.73,0.78,0.26,0.72,0.57,1,0.97,5.6,0.022399961,-0.016338916,1,5,0,0,117,5.5,0.48,194,9,35,NM,New Mexico,West,-106.728879,32.247295,0,0
29820,"Las Vegas-Henderson-Paradise, NV Metro Area",2155664,37,0.04,27295,58.84,0.64,0.93,0.86,0.86,0.23,0.81,0.67,1,1,91.9,0.018779649,0.016981058,91,44,25,12,1177,5.7,0.45,3799,18,32,NV,Nevada,West,-115.149912,36.143366,0,0
29940,"Lawrence, KS Metro Area",119440,30,0.1,28581,3.41,0.71,0.96,0.83,0.93,0.54,0.84,0.71,1,0.99,3.7,0.006399257,0.004214879,3,26,0,0,86,7.4,0.48,424,36,20,KS,Kansas,Midwest,-95.251352,38.941783,0,0
30020,"Lawton, OK Metro Area",127762,33.7,0.1,25782,3.29,0.63,0.93,0.85,0.84,0.2,0.86,0.61,0,1.09,4.4,0.015846412,-0.005576062,1,8,0,0,67,5.1,0.45,38,3,40,OK,Oklahoma,South,-98.417379,34.613937,0,0
30140,"Lebanon, PA Metro Area",138863,41.2,0.03,27449,3.81,0.64,0.94,0.91,0.89,0.22,0.82,0.67,0,0.95,4.1,0.013869327,0.001269721,3,22,0,0,66,4.8,0.4,204,15,42,PA,Pennsylvania,Northeast,-76.442878,40.341616,0,0
30300,"Lewiston, ID-WA Metro Area",62675,43.9,0.04,24579,1.54,0.57,0.95,0.84,0.85,0.2,0.79,0.6,0,0.95,1.9,0.003291358,-0.000619004,0,0,0,0,42,6.8,0.42,38,6,16,ID,Idaho,West,-116.991924,46.392113,0,0
30340,"Lewiston-Auburn, ME Metro Area",107319,40.4,0.05,25879,2.78,0.65,0.96,0.88,0.83,0.24,0.82,0.73,0,0.95,3.7,0.006112482,-0.003748432,5,47,0,0,79,7.4,0.43,79,7,23,ME,Maine,Northeast,-70.20132,44.119069,0,0
30460,"Lexington-Fayette, KY Metro Area",506751,35.9,0.04,30657,15.54,0.67,0.94,0.83,0.88,0.39,0.84,0.69,1,0.95,25.8,0.018036344,0.019825113,13,26,2,4,359,7.3,0.48,2945,60,21,KY,Kentucky,South,-84.491215,38.034363,0,0
30620,"Lima, OH Metro Area",103742,38.2,0.03,24640,2.56,0.63,0.93,0.85,0.84,0.17,0.78,0.63,0,0.98,5.2,0.009793028,0.018101062,0,0,0,0,58,5.5,0.45,89,8,39,OH,Ohio,Midwest,-84.121914,40.757676,0,0
30700,"Lincoln, NE Metro Area",326591,33.2,0.04,30371,9.92,0.72,0.97,0.88,0.91,0.41,0.86,0.73,1,1.01,16.6,0.020065956,0.029287195,14,44,1,3,189,5.9,0.45,986,31,31,NE,Nebraska,Midwest,-96.697533,40.80508,0,0
30780,"Little Rock-North Little Rock-Conway, AR Metro Area",734381,36.7,0.02,28395,20.85,0.62,0.96,0.84,0.9,0.32,0.79,0.58,2,0.95,35.5,0.021118446,0.015578484,15,21,6,8,508,7,0.46,796,11,5,AR,Arkansas,South,-92.338945,34.80404,0,0
30860,"Logan, UT-ID Metro Area",135439,25.6,0.06,22891,3.1,0.69,0.97,0.88,0.93,0.37,0.88,0.69,1,0.98,4,0.035909868,0.01890109,6,46,0,0,41,3.1,0.42,829,63,49,UT,Utah,West,-111.84383,41.780518,0,0
30980,"Longview, TX Metro Area",217446,36.5,0.04,23991,5.22,0.58,0.93,0.84,0.86,0.18,0.75,0.45,0,1.01,10.5,0.029577356,0.008504163,3,14,0,0,139,6.4,0.45,301,14,48,TX,Texas,South,-94.817451,32.459029,0,0
31020,"Longview, WA Metro Area",105160,42.4,0.05,25673,2.7,0.55,0.91,0.83,0.77,0.16,0.82,0.63,0,0.94,3.3,0.008367568,0.010461493,1,10,0,0,65,6.4,0.43,140,14,53,WA,Washington,West,-122.900056,46.137731,0,0
31080,"Los Angeles-Long Beach-Anaheim, CA Metro Area",13310447,36.6,0.02,32594,433.84,0.65,0.94,0.85,0.92,0.34,0.85,0.72,12,0.97,838.1,0.019005014,0.021571826,965,73,114,9,9681,7.3,0.5,74568,56,6,CA,California,West,-118.154817,33.987469,4,0.3
31140,"Louisville/Jefferson County, KY-IN Metro Area",1283297,38.9,0.02,30388,39,0.65,0.95,0.87,0.9,0.3,0.83,0.68,2,0.95,63.1,0.013446159,0.018576664,100,79,11,9,758,6,0.46,2589,20,21,KY,Kentucky,South,-85.685718,38.245258,0,0
31180,"Lubbock, TX Metro Area",313910,30.8,0.06,25664,8.06,0.63,0.96,0.8,0.85,0.31,0.79,0.66,1,0.97,11.6,0.025595492,0.023567824,3,10,0,0,168,5.5,0.48,373,12,48,TX,Texas,South,-101.875148,33.551238,0,0
31340,"Lynchburg, VA Metro Area",261167,40.3,0.07,25625,6.69,0.6,0.95,0.87,0.89,0.3,0.75,0.51,1,0.91,8.3,0.003923279,-0.007618992,2,8,0,0,175,6.8,0.45,505,20,51,VA,Virginia,South,-79.243966,37.355622,0,0
31420,"Macon, GA Metro Area",226998,38.9,0.04,23754,5.39,0.55,0.95,0.78,0.83,0.26,0.75,0.63,1,0.92,8.3,-0.004660938,0.012371386,4,17,0,0,146,6.3,0.5,242,11,13,GA,Georgia,South,-83.697542,32.859805,0,0
31460,"Madera, CA Metro Area",154697,33.6,0.04,20987,3.25,0.54,0.89,0.8,0.83,0.11,0.76,0.52,0,0.93,4.4,0.036600405,0.037474899,1,6,0,0,53,3.4,0.45,125,8,6,CA,California,West,-120.006567,37.043099,0,0
31540,"Madison, WI Metro Area",648929,36,0.04,36755,23.85,0.72,0.97,0.89,0.91,0.49,0.87,0.75,2,0.99,41.9,0.025464631,0.025289194,41,65,9,14,562,8.9,0.44,5187,82,55,WI,Wisconsin,Midwest,-89.431144,43.082533,0,0
31700,"Manchester-Nashua, NH Metro Area",407761,40.4,0.05,36579,14.92,0.7,0.97,0.92,0.92,0.39,0.89,0.79,0,1,23.1,0.020280891,0.016033466,35,86,4,10,329,8.1,0.43,4893,121,33,NH,New Hampshire,Northeast,-71.532984,42.87989,0,0
31740,"Manhattan, KS Metro Area",97004,26.7,0.09,26951,2.61,0.68,0.94,0.84,0.98,0.44,0.86,0.73,1,1.12,3,0.0181448,0.007057571,5,51,0,0,58,5.9,0.46,305,31,20,KS,Kansas,Midwest,-96.559169,39.205551,0,0
31860,"Mankato-North Mankato, MN Metro Area",100016,32.4,0.07,27822,2.78,0.72,0.94,0.87,0.91,0.35,0.85,0.72,0,1.01,4.4,0.023168425,0.026345417,1,10,0,0,72,7.3,0.44,346,35,27,MN,Minnesota,Midwest,-94.019796,44.17567,0,0
31900,"Mansfield, OH Metro Area",121107,41.3,0.03,22858,2.77,0.55,0.93,0.84,0.84,0.18,0.74,0.61,0,1.04,3.8,-0.003018927,0.007329555,1,8,0,0,72,5.9,0.44,137,11,39,OH,Ohio,Midwest,-82.54038,40.762375,0,0
32580,"McAllen-Edinburg-Mission, TX Metro Area",849843,29.2,0.02,15918,13.53,0.57,0.93,0.69,0.7,0.19,0.68,0.43,1,0.96,16.9,0.034018953,0.028205209,2,2,0,0,377,4.5,0.49,123,1,48,TX,Texas,South,-98.184073,26.232453,0,0
32780,"Medford, OR Metro Area",216527,43.1,0.04,27523,5.96,0.58,0.94,0.86,0.8,0.26,0.86,0.7,0,0.95,6.4,0.005842135,0.012734497,4,19,1,5,193,9.2,0.46,327,16,41,OR,Oregon,West,-122.858375,42.34699,0,0
32820,"Memphis, TN-MS-AR Metro Area",1346437,36.4,0.02,27011,36.37,0.63,0.93,0.81,0.84,0.28,0.76,0.57,1,0.92,63,0.003441137,0.005115736,47,35,23,17,756,5.6,0.48,3295,25,47,TN,Tennessee,South,-89.885651,35.10168,0,0
32900,"Merced, CA Metro Area",268672,30.9,0.04,21882,5.88,0.6,0.86,0.8,0.77,0.14,0.82,0.6,1,1.02,7.4,0.031759411,0.040608541,3,11,0,0,88,3.3,0.46,101,4,6,CA,California,West,-120.623894,37.281017,0,0
33100,"Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",6066387,40.9,0.02,29535,179.17,0.62,0.94,0.85,0.82,0.31,0.8,0.66,5,0.94,283.4,0.016954819,0.02730904,447,75,36,6,4515,7.6,0.51,15724,27,12,FL,Florida,South,-80.240069,26.08737,2,0.34
33140,"Michigan City-La Porte, IN Metro Area",110015,40.8,0.07,26407,2.91,0.59,0.93,0.84,0.89,0.19,0.81,0.63,0,1.09,3.4,-0.001299581,-0.005337771,1,9,0,0,85,7.6,0.44,163,15,18,IN,Indiana,Midwest,-86.790997,41.631838,0,0
33220,"Midland, MI Metro Area",83462,42.6,0.03,32357,2.7,0.6,0.96,0.92,0.89,0.34,0.83,0.65,0,0.97,3.6,-0.003217122,-0.003662101,1,12,0,0,46,5.5,0.46,0,0,26,MI,Michigan,Midwest,-84.298082,43.642776,0,0
33260,"Midland, TX Metro Area",168323,32.1,0.05,35279,5.94,0.7,0.95,0.92,0.92,0.26,0.84,0.65,0,1.01,25.6,0.084709023,0.141127149,3,19,1,6,86,5.3,0.48,290,18,48,TX,Texas,South,-102.097124,32.008896,0,0
33340,"Milwaukee-Waukesha-West Allis, WI Metro Area",1572482,37.7,0.02,33317,52.39,0.67,0.95,0.86,0.85,0.37,0.82,0.69,3,0.95,91.7,0.012039736,0.012799196,110,70,50,32,1046,6.7,0.47,8988,57,55,WI,Wisconsin,Midwest,-88.050188,43.075877,0,0
33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",3551036,36.9,0.02,37765,134.1,0.72,0.96,0.91,0.92,0.42,0.87,0.74,4,0.98,223.7,0.016580387,0.025367521,295,84,96,27,2154,6.2,0.45,41750,119,27,MN,Minnesota,Midwest,-93.267848,44.993737,0,0
33540,"Missoula, MT Metro Area",116130,36.4,0.06,30103,3.5,0.69,0.95,0.83,0.85,0.41,0.85,0.74,1,1.04,4.6,0.013725411,0.010003786,3,27,0,0,96,8.5,0.46,190,17,30,MT,Montana,West,-114.01897,46.875473,0,0
33660,"Mobile, AL Metro Area",414836,37.4,0.03,24499,10.16,0.57,0.94,0.81,0.84,0.25,0.73,0.55,1,0.91,16.6,0.014257593,0.003310323,14,34,0,0,215,5.2,0.47,321,8,1,AL,Alabama,South,-88.170618,30.683994,0,0
33700,"Modesto, CA Metro Area",541560,34,0.03,24331,13.18,0.61,0.9,0.86,0.85,0.17,0.83,0.65,0,0.97,17,0.017222573,0.019945826,7,13,0,0,279,5.2,0.45,570,11,6,CA,California,West,-120.955575,37.619148,0,0
33740,"Monroe, LA Metro Area",179470,36.2,0.02,20818,3.74,0.55,0.93,0.76,0.82,0.21,0.69,0.48,1,0.93,6.5,0.008234655,0.000433195,1,6,3,17,98,5.5,0.5,136,8,22,LA,Louisiana,South,-92.165,32.550424,0,0
33780,"Monroe, MI Metro Area",149208,42.2,0.03,29768,4.44,0.6,0.96,0.9,0.88,0.21,0.83,0.7,0,0.98,4.2,0.002525691,0.011313856,4,27,3,20,82,5.5,0.41,656,44,26,MI,Michigan,Midwest,-83.485685,41.900249,0,0
33860,"Montgomery, AL Metro Area",376163,37,0.04,26997,10.16,0.6,0.94,0.83,0.82,0.29,0.79,0.64,0,0.92,15.2,0.006615189,-0.001099378,6,16,1,3,207,5.5,0.46,235,6,1,AL,Alabama,South,-86.287743,32.408302,0,0
34060,"Morgantown, WV Metro Area",138380,33.6,0.06,29455,4.08,0.59,0.93,0.8,0.86,0.35,0.81,0.7,1,1.05,6.6,0.032040401,0.006275415,5,36,0,0,100,7.3,0.5,309,23,54,WV,West Virginia,South,-79.886484,39.59983,0,0
34100,"Morristown, TN Metro Area",117320,41.6,0.03,22128,2.6,0.56,0.93,0.82,0.8,0.18,0.71,0.54,0,0.96,3.4,0.002679123,0.006844198,0,0,0,0,61,5.3,0.46,191,17,47,TN,Tennessee,South,-83.367279,36.148782,0,0
34580,"Mount Vernon-Anacortes, WA Metro Area",123681,42,0.07,29946,3.7,0.59,0.93,0.89,0.86,0.21,0.89,0.73,0,0.99,4.4,0.001621753,-0.025839445,0,0,0,0,114,9.5,0.44,210,17,53,WA,Washington,West,-122.335869,48.466681,0,0
34620,"Muncie, IN Metro Area",115603,35.4,0.07,24255,2.8,0.57,0.92,0.78,0.85,0.24,0.78,0.6,1,0.95,3.5,-0.005506124,0.010769724,0,0,0,0,76,6.5,0.47,113,10,18,IN,Indiana,Midwest,-85.401955,40.20517,0,0
34740,"Muskegon, MI Metro Area",173408,39.1,0.04,21952,3.81,0.58,0.92,0.81,0.81,0.16,0.78,0.61,0,0.99,5.2,0.003195845,0.018798221,0,0,0,0,98,5.7,0.44,304,18,26,MI,Michigan,Midwest,-86.215465,43.244173,0,0
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area",449295,47.2,0.05,27166,12.21,0.54,0.93,0.85,0.86,0.22,0.84,0.7,0,0.93,14.3,0.01568478,0.009890052,7,17,0,0,616,14.7,0.45,225,5,45,SC,South Carolina,South,-78.737292,33.857562,0,0
34900,"Napa, CA Metro Area",142166,41,0.05,39030,5.55,0.67,0.95,0.93,0.95,0.34,0.87,0.74,0,0.99,8.3,0.017192726,0.035022188,4,28,0,0,128,9,0.47,505,36,6,CA,California,West,-122.321752,38.329076,0,0
34940,"Naples-Immokalee-Marco Island, FL Metro Area",365136,50.3,0.07,41068,15,0.52,0.96,0.89,0.93,0.27,0.85,0.75,0,0.96,14.9,0.013472644,0.040025404,14,40,2,6,377,10.8,0.53,867,25,12,FL,Florida,South,-81.699586,26.199831,0,0
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",1865535,36.3,0.04,31893,59.5,0.67,0.96,0.88,0.9,0.36,0.84,0.68,5,0.95,102.2,0.02875404,0.039704,174,97,26,15,1276,7.1,0.47,2743,15,47,TN,Tennessee,South,-86.693546,36.097439,0,0
35100,"New Bern, NC Metro Area",124635,39,0.07,26388,3.29,0.58,0.91,0.83,0.84,0.23,0.8,0.67,0,1.03,4.5,0.008250742,-0.003773693,0,0,0,0,89,7,0.43,0,0,37,NC,North Carolina,South,-77.036641,35.067612,0,0
35300,"New Haven-Milford, CT Metro Area",856875,39.9,0.03,35068,30.05,0.65,0.93,0.89,0.84,0.37,0.83,0.74,1,0.93,40.4,0.005594793,-0.001209074,34,39,9,10,772,9,0.47,6098,71,9,CT,Connecticut,Northeast,-72.941523,41.396052,0,0
35380,"New Orleans-Metairie, LA Metro Area",1268883,37.7,0.03,29082,36.9,0.63,0.93,0.83,0.85,0.3,0.77,0.63,2,0.93,68.5,-0.001085471,-0.01238749,57,46,9,7,1073,8.6,0.5,1869,15,22,LA,Louisiana,South,-90.107167,30.040414,0,0
35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",20153634,38.2,0.01,38894,783.86,0.64,0.94,0.87,0.87,0.41,0.83,0.73,19,0.94,1412.2,0.013404572,0.012947847,1534,76,388,19,18258,9.1,0.51,102951,51,36,NY,New York,Northeast,-73.953516,40.757496,11,0.55
35660,"Niles-Benton Harbor, MI Metro Area",154010,41.6,0.05,27834,4.29,0.61,0.95,0.83,0.86,0.29,0.78,0.61,1,0.96,5.7,0.001256513,-0.008676391,1,6,3,19,149,9.6,0.47,1103,71,26,MI,Michigan,Midwest,-86.407548,41.987514,0,0
35840,"North Port-Sarasota-Bradenton, FL Metro Area",788457,52,0.06,33190,26.17,0.51,0.94,0.88,0.92,0.28,0.83,0.71,1,0.92,25.4,0.013576775,0.018714664,43,57,0,0,710,9.5,0.47,1922,26,12,FL,Florida,South,-82.473999,27.331793,0,0
35980,"Norwich-New London, CT Metro Area",269801,41.5,0.06,38089,10.28,0.68,0.94,0.91,0.89,0.33,0.86,0.75,0,0.99,14,0.005075405,-0.024291029,8,29,1,4,287,10.5,0.43,2041,75,9,CT,Connecticut,Northeast,-72.097691,41.443373,0,0
36100,"Ocala, FL Metro Area",349020,48.6,0.07,22425,7.83,0.46,0.94,0.82,0.83,0.16,0.78,0.63,0,0.93,7.1,0.013206497,0.00348839,11,32,0,0,168,5,0.43,386,11,12,FL,Florida,South,-82.123382,29.140116,0,0
36140,"Ocean City, NJ Metro Area",94430,49,0.06,37329,3.52,0.6,0.91,0.88,0.93,0.32,0.84,0.75,0,0.97,4.2,0.009744824,-0.002258421,1,10,0,0,295,30.9,0.45,68,7,34,NJ,New Jersey,Northeast,-74.806974,39.095953,0,0
